"","0","1","MeanDecreaseAccuracy","MeanDecreaseGini"
"lat_dd",33.3138925113892,1.93000027476464,34.1995645665697,93.0510485536083
"long_dd",34.3942757161874,1.52086549501226,35.2723482829329,106.697477148821
"depth_fa",38.4343647975157,-4.3337276330969,40.5198421297717,57.2609472243859
"soak_hr",24.9866835552705,2.76457368228487,25.4214300316426,54.9921151451233
"mesh_size_in",13.9105405660306,1.92884823439593,14.3897045904253,10.5371142030987
"shore_km",36.9117417991988,0.72506424679839,38.0816594189357,117.385719547164
"yday",39.1017654687925,24.6002799052739,41.2773449955746,103.421722277317
"sst_c",34.2438359301484,-11.1407243566931,34.4351133502602,87.9559210677594
"island_yn_X1",8.19100206411315,5.19057710891583,8.55985053128863,1.64850181713034
